日期,月,日,號,室,月份如適用,摘要,收入/支出,金額,備註, 運算 
4/3/25,4,3,147,,4月,租金,收入,9000,店面," 9,000 "
4/5/25,4,5,2,4B,4月,租金,收入,4200,," 4,200 "
4/5/25,4,5,2,4B,4月,住戶電費,收入,300,, 300 
4/7/25,4,7,6,5F,4月,租金,收入,4200,," 4,200 "
4/7/25,4,7,6,5F,4月,住戶電費,收入,330,, 330 
4/7/25,4,7,2,3A,4月,租金,收入,4200,," 4,200 "
4/7/25,4,7,2,3A,4月,住戶電費,收入,630,, 630 
4/8/25,4,8,147,3A,,退押金,支出,10000,退租," (10,000)"
4/8/25,4,8,147,3A,4月,住戶電費,收入,670,退租, 670 
4/9/25,4,9,,,3月,管理員薪水,支出,28000,," (28,000)"
4/9/25,4,9,6,3E,,維修費,支出,500,浴室燈維修, (500)
4/9/25,4,9,149,,,大樓電費支出,支出,323,1F, (323)
4/9/25,4,9,149,,,維修費,支出,500,2.樓偵煙器維修, (500)
4/9/25,4,9,2,2C,4月,住戶電費,收入,60,, 60 
4/10/25,4,10,,,,其他,支出,60,3 變2插頭, (60)
4/10/25,4,10,2,3D,4月,租金,收入,4300,," 4,300 "
4/10/25,4,10,2,3D,4月,住戶電費,收入,900,, 900 
4/19/25,4,19,2,3D,4月,水費,收入,200,, 200 
4/10/25,4,10,6,3F,4月,租金,收入,4500,," 4,500 "
4/10/25,4,10,6,3F,4月,住戶電費,收入,680,, 680 
4/10/25,4,10,2,2A,4月,租金,收入,4200,," 4,200 "
4/10/25,4,10,2,2A,4月,住戶電費,收入,430,, 430 
4/10/25,4,10,2,2E,4月,租金,收入,4500,," 4,500 "
4/10/25,4,10,2,2E,4月,住戶電費,收入,750,, 750 
4/11/25,4,11,6,1C,4月,租金,收入,3500,," 3,500 "
4/11/25,4,11,6,1C,4月,住戶電費,收入,480,, 480 
4/11/25,4,11,149,5A,4月,租金,收入,4200,," 4,200 "
4/11/25,4,11,149,5A,4月,住戶電費,收入,850,, 850 
4/11/25,4,11,2,1A,4月,租金,收入,4200,," 4,200 "
4/11/25,4,11,2,1A,4月,住戶電費,收入,335,, 335 
4/11/25,4,11,,,,匯馬玲帳戶,支出,50000,," (50,000)"
4/11/25,4,11,2,5E,4月,租金,收入,4500,," 4,500 "
4/11/25,4,11,2,5E,4月,住戶電費,收入,330,, 330 
4/11/25,4,11,,,,其他,支出,120,匯費3/11.18.25.31, (120)
4/11/25,4,11,6,1B,,介紹費,支出,2000,," (2,000)"
4/11/25,4,11,147,5A,4月,租金,收入,4500,," 4,500 "
4/11/25,4,11,147,5A,4月,住戶電費,收入,570,, 570 
4/12/25,4,12,6,1B,4月,租金,收入,4500,," 4,500 "
4/14/25,4,14,6,1B,4月,住戶電費,收入,590,, 590 
4/12/25,4,12,149,2A,4月,租金,收入,4200,," 4,200 "
4/12/25,4,12,149,2A,4月,住戶電費,收入,685,, 685 
4/13/25,4,13,6,1D,4月,租金,收入,4500,," 4,500 "
4/13/25,4,13,6,1D,4月,住戶電費,收入,770,, 770 
4/13/25,4,13,147,4B,4月,租金,收入,5000,," 5,000 "
4/13/25,4,13,147,4B,4月,住戶電費,收入,900,, 900 
4/13/25,4,13,2,4E,4月,租金,收入,4500,," 4,500 "
4/13/25,4,13,2,4E,4月,住戶電費,收入,815,, 815 
4/13/25,4,13,149,4B,4月,住戶電費,收入,1010,," 1,010 "
4/13/25,4,13,6,5D,4月,住戶電費,收入,650,, 650 
4/14/25,4,14,149,2B,4月,租金,收入,4800,," 4,800 "
4/14/25,4,14,149,2B,4月,住戶電費,收入,720,, 720 
4/14/25,4,14,2,3E,4月,租金,收入,4300,," 4,300 "
4/14/25,4,14,2,3E,4月,住戶電費,收入,1080,," 1,080 "
4/14/25,4,14,6,2A,,介紹費,支出,2000,," (2,000)"
4/14/25,4,14,6,4B,,介紹費,支出,2000,," (2,000)"
4/14/25,4,14,6,1E,,退押金,支出,8600,退租," (8,600)"
4/14/25,4,14,6,1E,4月,住戶電費,收入,395,退租, 395 
4/14/25,4,14,149,3B,4月,租金,收入,5000,," 5,000 "
4/14/25,4,14,149,3B,4月,住戶電費,收入,920,, 920 
4/14/25,4,14,147,3B,4月,租金,收入,5000,," 5,000 "
4/14/25,4,14,147,3B,4月,住戶電費,收入,1360,," 1,360 "
4/14/25,4,14,2,5D,4月,租金,收入,4500,," 4,500 "
4/14/25,4,14,2,5D,4月,住戶電費,收入,890,, 890 
4/14/25,4,14,,,,管理員獎金,支出,8000,空房獎金," (8,000)"
4/15/25,4,15,,,,匯馬玲帳戶,支出,50000,," (50,000)"
4/15/25,4,15,147,4A,3月,租金,收入,5000,," 5,000 "
4/15/25,4,15,147,4A,3月,住戶電費,收入,990,, 990 
4/15/25,4,15,2,,,維修費,支出,5900,烘衣機維修," (5,900)"
4/15/25,4,15,149,2C,,退押金,支出,8000,退租," (8,000)"
4/15/25,4,15,2,4A,4月,租金,收入,4500,," 4,500 "
4/15/25,4,15,2,4A,4月,住戶電費,收入,960,, 960 
4/15/25,4,15,149,3A,4月,租金,收入,5000,," 5,000 "
4/15/25,4,15,149,3A,4月,住戶電費,收入,780,, 780 
4/16/25,4,16,2,1C,4月,租金,收入,4500,," 4,500 "
4/16/25,4,16,2,1C,4月,住戶電費,收入,450,, 450 
4/16/25,4,16,6,1E,,住戶電費,收入,240,退租4/1/-4/14, 240 
4/16/25,4,16,6,2F,1月,租金,收入,4000,," 4,000 "
4/16/25,4,16,6,2F,1月,住戶電費,收入,290,, 290 
4/17/25,4,17,6,4F,4月,租金,收入,4500,," 4,500 "
4/17/25,4,17,6,4F,4月,住戶電費,收入,820,, 820 
4/17/25,4,17,2,3B,4月,租金,收入,4500,," 4,500 "
4/17/25,4,17,2,3B,4月,住戶電費,收入,180,, 180 
4/17/25,4,17,2,4C,4月,租金,收入,4300,," 4,300 "
4/17/25,4,17,2,4C,4月,住戶電費,收入,900,, 900 
4/20/25,4,20,147,5B,1月,租金,收入,4300,," 4,300 "
4/20/25,4,20,147,5B,4月,住戶電費,收入,730,, 730 
4/21/25,4,21,2,2D,4月,租金,收入,4500,," 4,500 "
4/21/25,4,21,2,2D,4月,住戶電費,收入,480,, 480 
4/21/25,4,21,2,5A,,維修費,支出,500,電燈, (500)
4/23/25,4,23,147,2A,,退押金,支出,10000,退租," (10,000)"
4/23/25,4,23,147,2A,,,支出,5000,退4月租金," (5,000)"
4/24/25,4,24,2,5C,4月,租金,收入,4500,," 4,500 "
4/24/25,4,24,2,5C,4月,住戶電費,收入,570,, 570 
4/25/25,4,25,6,3B,4月,租金,收入,4500,," 4,500 "
4/25/25,4,25,6,3B,4月,住戶電費,收入,550,, 550 
4/25/25,4,25,147,2A,4月,住戶電費,收入,150,, 150 
4/25/25,4,25,6,2F,2月,住戶電費,收入,370,, 370 
4/25/25,4,25,6,2F,3月,住戶電費,收入,260,, 260 
4/25/25,4,25,6,1A,4月,租金,收入,4500,," 4,500 "
4/25/25,4,25,6,1A,4月,住戶電費,收入,95,, 95 
4/25/25,4,25,6,4C,4月,租金,收入,3500,," 3,500 "
4/25/25,4,25,6,4C,4月,住戶電費,收入,280,, 280 
4/26/25,4,26,2,3C,4月,租金,收入,4500,," 4,500 "
4/26/25,4,26,2,3C,4月,住戶電費,收入,1050,," 1,050 "
4/26/25,4,26,6,2C,4月,租金,收入,3500,," 3,500 "
4/26/25,4,26,6,2C,4月,住戶電費,收入,1270,," 1,270 "
4/28/25,4,28,6,2B,3月,住戶電費,收入,1165,," 1,165 "
4/28/25,4,28,6,2B,4月,租金,收入,4500,," 4,500 "
4/28/25,4,28,6,2B,4月,住戶電費,收入,1140,," 1,140 "
4/29/25,4,29,2,5B,4月,租金,收入,4500,," 4,500 "
4/29/25,4,29,2,5B,4月,住戶電費,收入,570,, 570 
4/29/25,4,29,2,4D,,退押金,支出,9000,退租," (9,000)"
4/29/25,4,29,2,4D,5月,住戶電費,收入,395,, 395 
4/29/25,4,29,2,4D,4月,住戶電費,收入,60,2025/3/28-3/31, 60 
4/29/25,4,29,,,,匯馬玲帳戶,支出,50000,," (50,000)"
4/30/25,4,30,2,5A,4月,租金,收入,4000,," 4,000 "
4/30/25,4,30,2,5A,4月,住戶電費,收入,430,, 430 
4/30/25,4,30,147,5B,2月,租金,收入,4300,," 4,300 "
4/30/25,4,30,6,2F,2月,租金,收入,4000,," 4,000 "
4/30/25,4,30,6,4A,4月,租金,收入,4200,," 4,200 "
4/30/25,4,30,6,4A,4月,水費,收入,200,, 200 
5/1/25,5,1,147,,5月,租金,收入,9000,店面," 9,000 "
5/1/25,5,1,6,5F,5月,租金,收入,4200,," 4,200 "
5/1/25,5,1,6,5F,5月,住戶電費,收入,360,, 360 
5/2/25,5,2,149,5B,5月,租金,收入,4200,," 4,200 "
5/1/25,5,1,149,5B,5月,住戶電費,收入,750,, 750 
5/3/25,5,3,149,2A,5月,租金,收入,4200,," 4,200 "
5/3/25,5,3,149,2A,5月,住戶電費,收入,660,, 660 
5/3/25,5,3,6,1E,5月,租金,收入,4500,," 4,500 "
5/3/25,5,3,6,1E,5月,押金,收入,9000,," 9,000 "
5/5/25,5,5,2,3D,5月,租金,收入,4300,," 4,300 "
5/5/25,5,5,2,3D,5月,住戶電費,收入,1010,," 1,010 "
5/5/25,5,5,2,3D,5月,水費,收入,200,, 200 
5/5/25,5,5,147,4B,5月,租金,收入,5000,," 5,000 "
5/5/25,5,5,147,4B,5月,住戶電費,收入,960,, 960 
5/5/25,5,5,2,5A,5月,租金,收入,4000,," 4,000 "
5/5/25,5,5,2,5A,5月,住戶電費,收入,570,, 570 
5/6/25,5,6,2,3B,5月,租金,收入,4500,," 4,500 "
5/6/25,5,6,2,3B,5月,住戶電費,收入,360,, 360 
5/6/25,5,6,6,4F,5月,租金,收入,4500,," 4,500 "
5/6/25,5,6,6,4F,5月,住戶電費,收入,770,, 770 
5/7/25,5,7,149,3B,5月,租金,收入,5000,," 5,000 "
5/7/25,5,7,149,3B,5月,住戶電費,收入,1020,," 1,020 "
5/7/25,5,7,,,,匯馬玲帳戶,支出,50000,," (50,000)"
5/8/25,5,8,2,1A,5月,租金,收入,4200,," 4,200 "
5/8/25,5,8,2,1A,5月,住戶電費,收入,250,, 250 
5/9/25,5,9,6,1C,5月,租金,收入,3500,," 3,500 "
5/9/25,5,9,6,1C,5月,住戶電費,收入,470,, 470 
5/10/25,5,10,2,2E,5月,租金,收入,4500,," 4,500 "
5/10/25,5,10,2,2E,5月,住戶電費,收入,1060,," 1,060 "
5/10/25,5,10,6,5D,5月,住戶電費,收入,660,, 660 
5/10/25,5,10,6,2E,5月,租金,收入,4500,," 4,500 "
5/10/25,5,10,6,2E,5月,住戶電費,收入,530,, 530 
5/11/25,5,11,6,1D,5月,租金,收入,4500,," 4,500 "
5/11/25,5,11,6,1D,5月,住戶電費,收入,900,, 900 
5/11/25,5,11,,,4月,管理員薪水,支出,28000,," (28,000)"
5/11/25,5,11,6,3F,5月,租金,收入,4500,," 4,500 "
5/11/25,5,11,6,3F,5月,住戶電費,收入,510,, 510 
5/11/25,5,11,2,4E,5月,租金,收入,4500,," 4,500 "
5/11/25,5,11,2,4E,5月,住戶電費,收入,810,, 810 
5/11/25,5,11,6,5F,,維修費,支出,500,偵煙器電池更換, (500)
5/11/25,5,11,2,5E,5月,租金,收入,4500,," 4,500 "
5/11/25,5,11,2,5E,5月,住戶電費,收入,510,, 510 
5/12/25,5,12,149,5A,5月,租金,收入,4200,," 4,200 "
5/12/25,5,12,149,5A,5月,住戶電費,收入,840,, 840 
5/12/25,5,12,6,4E,5月,住戶電費,收入,180,, 180 
5/12/25,5,12,6,4E,4月,住戶電費,收入,290,, 290 
5/12/25,5,12,6,4E,3月,住戶電費,收入,265,, 265 
5/12/25,5,12,6,4E,,租金,收入,12600,季繳5-7月," 12,600 "
5/12/25,5,12,2,3E,5月,租金,收入,4300,," 4,300 "
5/12/25,5,12,2,3E,5月,住戶電費,收入,990,, 990 
5/12/25,5,12,,,,日常用品,支出,270,契約書影印, (270)
5/12/25,5,12,149,,,維修費,支出,590,鋁門維修, (590)
5/13/25,5,13,2,1D,5月,租金,收入,4500,," 4,500 "
5/13/25,5,13,2,1D,5月,住戶電費,收入,970,, 970 
5/13/25,5,13,2,1D,4月,住戶電費,收入,120,, 120 
5/13/25,5,13,,,,匯馬玲帳戶,支出,50000,," (50,000)"
5/13/25,5,13,6,1B,5月,租金,收入,4500,," 4,500 "
5/13/25,5,13,6,1B,5月,住戶電費,收入,1050,," 1,050 "
5/13/25,5,13,2,2A,5月,租金,收入,4200,," 4,200 "
5/13/25,5,13,2,2A,5月,住戶電費,收入,630,, 630 
5/14/25,5,14,2,1D,,介紹費,支出,2000,," (2,000)"
5/14/25,5,14,,,4月,管理員獎金,支出,8000,空房獎金," (8,000)"
5/12/25,5,12,2,2C,,押金,收入,4500,," 4,500 "
5/12/25,5,12,2,2C,5月,租金,收入,4500,," 4,500 "
5/12/25,5,12,2,4D,,押金,收入,4500,," 4,500 "
5/12/25,5,12,2,4D,5月,租金,收入,4500,," 4,500 "
5/12/25,5,12,147,3B,5月,租金,收入,5000,," 5,000 "
5/12/25,5,12,147,3B,5月,住戶電費,收入,1360,," 1,360 "
5/14/25,5,14,6,,,維修費,支出,500,偵煙器電池更換, (500)
5/14/25,5,14,6,,,維修費,支出,30660,電梯變頻器," (30,660)"
5/14/25,5,14,6,,,維修費,支出,3360,電梯軌道油," (3,360)"
5/14/25,5,14,149,2B,,維修費,支出,1500,冷氣," (1,500)"
5/14/25,5,14,2,3C,,新設備,支出,4500,床墊," (4,500)"
5/14/25,5,14,2,4D,,新設備,支出,4500,床墊," (4,500)"
5/14/25,5,14,2,1C,5月,租金,收入,4500,," 4,500 "
5/14/25,5,14,2,1C,5月,住戶電費,收入,150,, 150 
5/14/25,5,14,2,3A,5月,租金,收入,4200,," 4,200 "
5/14/25,5,14,2,3A,5月,住戶電費,收入,810,, 810 
5/15/25,5,15,2,4A,5月,租金,收入,4500,," 4,500 "
5/15/25,5,15,2,4A,5月,住戶電費,收入,890,, 890 
5/15/25,5,15,2,4C,5月,租金,收入,4300,," 4,300 "
5/15/25,5,15,2,4C,5月,住戶電費,收入,730,, 730 
5/16/25,5,16,147,3B,,維修費,支出,1200,電熱水器," (1,200)"
5/16/25,5,16,2,4D,,維修費,支出,500,面盆, (500)
5/16/25,5,16,6,4A,4月,住戶電費,收入,1350,," 1,350 "
5/15/25,5,15,2,4A,,維修費,支出,640,電燈, (640)
5/16/25,5,16,2,4B,5月,租金,收入,4200,," 4,200 "
5/16/25,5,16,2,4B,5月,住戶電費,收入,670,, 670 
5/17/25,5,17,2,5C,5月,租金,收入,4500,," 4,500 "
5/17/25,5,17,2,5C,5月,住戶電費,收入,960,, 960 
5/17/25,5,17,147,5A,5月,租金,收入,4500,," 4,500 "
5/17/25,5,17,147,5A,5月,住戶電費,收入,1055,," 1,055 "
5/17/25,5,17,,,,其他,支出,1440,冷氣搖控器," (1,440)"
5/19/25,5,19,6,1A,5月,租金,收入,4500,," 4,500 "
5/19/25,5,19,6,1A,5月,住戶電費,收入,140,, 140 
5/20/25,5,20,,,,日常用品,支出,1120,燈泡," (1,120)"
5/20/25,5,20,,,,日常用品,支出,1200,燈管LED /30CM," (1,200)"
5/21/25,5,21,149,2B,5月,住戶電費,收入,570,, 570 
5/21/25,5,21,149,2C,5月,住戶電費,收入,300,, 300 
5/21/25,5,21,149,2C,5月,租金,收入,5000,," 5,000 "
5/21/25,5,21,149,4B,5月,住戶電費,收入,1260,," 1,260 "
5/21/25,5,21,149,3A,5月,租金,收入,5000,," 5,000 "
5/21/25,5,21,149,3A,5月,住戶電費,收入,770,, 770 
5/21/25,5,21,149,2B,,押金,收入,9600,," 9,600 "
5/21/25,5,21,149,2B,5月,租金,收入,4800,," 4,800 "
5/22/25,5,22,6,3B,5月,租金,收入,4500,," 4,500 "
5/22/25,5,22,6,3B,5月,住戶電費,收入,500,, 500 
5/23/25,5,23,6,2C,5月,租金,收入,3500,," 3,500 "
5/23/25,5,23,6,2C,5月,住戶電費,收入,1650,," 1,650 "
5/23/25,5,23,2,2D,5月,租金,收入,4500,," 4,500 "
5/23/25,5,23,2,2D,5月,住戶電費,收入,460,, 460 
5/26/25,5,26,147,4A,4月,租金,收入,5000,," 5,000 "
5/26/25,5,26,147,4A,4月,住戶電費,收入,1535,," 1,535 "
5/26/25,5,26,,,,匯馬玲帳戶,支出,50000,," (50,000)"
5/26/25,5,26,6,4B,,維修費,支出,900,LED 4尺一組, (900)
5/28/25,5,28,2,3C,5月,租金,收入,4500,," 4,500 "
5/28/25,5,28,2,3C,5月,住戶電費,收入,1140,," 1,140 "
5/29/25,5,29,2,5D,5月,租金,收入,4500,," 4,500 "
5/29/25,5,29,2,5D,5月,住戶電費,收入,630,, 630 
5/29/25,5,29,2,5A,,退押金,支出,8000,退租," (8,000)"
5/29/25,5,29,,,,管理員獎金,支出,1000,端午節金," (1,000)"
5/31/25,5,31,147,5B,3月,租金,收入,4500,," 4,500 "
5/31/25,5,31,147,5B,5月,住戶電費,收入,770,, 770 
5/31/25,5,31,147,2A,,押金,收入,10000,," 10,000 "
5/31/25,5,31,147,2A,         6月,租金,收入,5000,," 5,000 "
5/31/25,5,31,6,4A,5月,租金,收入,4200,," 4,200 "
5/31/25,5,31,6,4C,5月,租金,收入,3500,," 3,500 "
5/31/25,5,31,6,4C,5月,住戶電費,收入,240,, 240 
5/31/25,5,31,6,2B,5月,租金,收入,4500,," 4,500 "
5/31/25,5,31,6,2B,5月,住戶電費,收入,1120,," 1,120 "
5/31/25,5,31,6,2F,3月,租金,收入,4200,," 4,200 "
6/1/25,6,1,2,5A,6月,住戶電費,收入,780,, 780 
6/1/25,6,1,149,,,大樓電費支出,支出,373,, (373)
6/3/25,6,3,,,,匯馬玲帳戶,支出,50000,," (50,000)"
6/4/25,6,4,147,,6月,租金,收入,9000,店面," 9,000 "
6/4/25,6,4,6,2E,6月,租金,收入,4500,," 4,500 "
6/4/25,6,4,6,2E,6月,住戶電費,收入,700,, 700 
6/4/25,6,4,149,5B,6月,租金,收入,4200,," 4,200 "
6/4/25,6,4,149,5B,6月,住戶電費,收入,1140,," 1,140 "
6/5/25,6,5,6,5F,6月,租金,收入,4200,," 4,200 "
6/5/25,6,5,6,5F,6月,住戶電費,收入,755,, 755 
6/5/25,6,5,149,3B,6月,租金,收入,5000,," 5,000 "
6/5/25,6,5,149,3B,6月,住戶電費,收入,1320,," 1,320 "
6/5/25,6,5,6,1E,6月,租金,收入,4500,," 4,500 "
6/5/25,6,5,6,1E,6月,住戶電費,收入,935,, 935 
6/6/25,6,6,,,,其他,支出,350,葯用酒精, (350)
6/6/25,6,6,2,5E,6月,租金,收入,4500,," 4,500 "
6/6/25,6,6,2,5E,6月,住戶電費,收入,1100,," 1,100 "
6/7/25,6,7,6,1E,,介紹費,支出,2000,," (2,000)"
6/7/25,6,7,2,3D,6月,租金,收入,4300,," 4,300 "
6/7/25,6,7,2,3D,6月,住戶電費,收入,1140,," 1,140 "
6/7/25,6,7,2,3D,6月,水費,收入,200,, 200 
6/7/25,6,7,147,4A,,退押金,支出,10000,退租," (10,000)"
6/7/25,6,7,147,4A,5月,租金,收入,5000,," 5,000 "
6/7/25,6,7,147,4A,5月,住戶電費,收入,2580,," 2,580 "
6/7/25,6,7,147,4A,6月,住戶電費,收入,3500,," 3,500 "
6/7/25,6,7,149,2A,6月,租金,收入,4200,," 4,200 "
6/7/25,6,7,149,2A,6月,住戶電費,收入,1080,," 1,080 "
6/7/25,6,7,2,1A,6月,租金,收入,4200,," 4,200 "
6/7/25,6,7,2,1A,6月,住戶電費,收入,600,, 600 
6/7/25,6,7,6,5D,6月,住戶電費,收入,1435,," 1,435 "
6/8/25,6,8,6,4F,6月,租金,收入,4500,," 4,500 "
6/8/25,6,8,6,4F,6月,住戶電費,收入,830,, 830 
6/9/25,6,9,2,2A,6月,租金,收入,4200,," 4,200 "
6/9/25,6,9,2,2A,6月,住戶電費,收入,1560,," 1,560 "
6/10/25,6,10,6,1B,6月,租金,收入,4500,," 4,500 "
6/10/25,6,10,6,1B,6月,住戶電費,收入,805,, 805 
6/10/25,6,10,,,5月,管理員薪水,支出,28000,," (28,000)"
6/10/25,6,10,,,,匯馬玲帳戶,支出,50000,," (50,000)"
6/11/25,6,11,6,3F,6月,租金,收入,4500,," 4,500 "
6/11/25,6,11,6,3F,6月,住戶電費,收入,1200,," 1,200 "
6/11/25,6,11,6,4C,6月,租金,收入,3500,," 3,500 "
6/11/25,6,11,6,4C,6月,住戶電費,收入,530,, 530 
6/11/25,6,11,2,3E,6月,租金,收入,4300,," 4,300 "
6/11/25,6,11,2,3E,6月,住戶電費,收入,1020,," 1,020 "
6/12/25,6,12,147,4B,6月,租金,收入,5000,," 5,000 "
6/12/25,6,12,147,4B,6月,住戶電費,收入,1430,," 1,430 "
6/12/25,6,12,,,,匯馬玲帳戶,支出,50000,," (50,000)"
6/12/25,6,12,6,1D,6月,租金,收入,4500,," 4,500 "
6/12/25,6,12,6,1D,6月,住戶電費,收入,1560,," 1,560 "
6/12/25,6,12,149,2C,6月,租金,收入,5000,," 5,000 "
6/12/25,6,12,149,2C,6月,住戶電費,收入,1200,," 1,200 "
6/12/25,6,12,2,3A,6月,租金,收入,4200,," 4,200 "
6/12/25,6,12,2,3A,6月,住戶電費,收入,990,, 990 
6/12/25,6,12,2,2E,6月,租金,收入,4500,," 4,500 "
6/12/25,6,12,2,2E,6月,住戶電費,收入,1610,," 1,610 "
6/12/25,6,12,2,2C,,退押金,支出,9000,," (9,000)"
6/12/25,6,12,2,2C,6月,住戶電費,收入,660,, 660 
6/12/25,6,12,2,2C,6月,住戶電費,收入,645,, 645 
6/13/25,6,13,2,4D,,押金,收入,4500,," 4,500 "
6/13/25,6,13,2,4D,6月,租金,收入,4500,," 4,500 "
6/13/25,6,13,2,4D,6月,住戶電費,收入,895,, 895 
6/13/25,6,13,2,1D,6月,租金,收入,4500,," 4,500 "
6/13/25,6,13,2,1D,6月,住戶電費,收入,1630,," 1,630 "
6/13/25,6,13,2,1C,6月,租金,收入,4500,," 4,500 "
6/13/25,6,13,2,1C,6月,住戶電費,收入,240,, 240 
6/13/25,6,13,,,,管理員獎金,支出,8000,空房獎金," (8,000)"
6/13/25,6,13,147,5B,,退押金,支出,9000,退租," (9,000)"
6/13/25,6,13,147,5B,4月,租金,收入,4500,," 4,500 "
6/13/25,6,13,147,5B,5月,租金,收入,4500,," 4,500 "
6/13/25,6,13,147,5B,6月,住戶電費,收入,2070,退租," 2,070 "
6/11/25,6,11,147,5B,,住戶電費,收入,1330,退租6/1-6/13," 1,330 "
6/11/25,6,11,,,,其他,支出,1500,水塔維修," (1,500)"
6/11/25,6,11,149,5A,6月,租金,收入,4200,," 4,200 "
6/12/25,6,12,149,5A,6月,住戶電費,收入,1360,," 1,360 "
6/12/25,6,12,2,5A,,押金,收入,9000,," 9,000 "
6/13/25,6,13,2,5A,6月,租金,收入,4500,," 4,500 "
6/14/25,6,14,,,,匯馬玲帳戶,支出,50000,," (50,000)"
6/14/25,6,14,2,4A,6月,租金,收入,4500,," 4,500 "
6/14/25,6,14,2,4A,6月,住戶電費,收入,770,, 770 
6/14/25,6,14,2,4C,6月,租金,收入,4300,," 4,300 "
6/16/25,6,16,2,4C,6月,住戶電費,收入,1060,," 1,060 "
6/17/25,6,17,2,4D,,介紹費,支出,2000,," (2,000)"
6/17/25,6,17,147,3B,,退押金,支出,10000,退租," (10,000)"
6/17/25,6,17,147,3B,6月,住戶電費,收入,1990,退租," 1,990 "
6/17/25,6,17,2,3B,6月,租金,收入,4500,," 4,500 "
6/18/25,6,18,2,3B,6月,住戶電費,收入,490,, 490 
6/18/25,6,18,149,3A,6月,租金,收入,5000,," 5,000 "
6/18/25,6,18,149,3A,6月,住戶電費,收入,1370,," 1,370 "
6/18/25,6,18,149,4B,6月,住戶電費,收入,1800,," 1,800 "
6/18/25,6,18,147,5A,6月,租金,收入,4500,," 4,500 "
6/18/25,6,18,147,5A,6月,住戶電費,收入,1535,," 1,535 "
6/18/25,6,18,2,4B,6月,租金,收入,4200,," 4,200 "
6/18/25,6,18,2,4B,6月,住戶電費,收入,985,, 985 
6/19/25,6,19,147,3B,,住戶電費,收入,520,退租6/1-6/12, 520 
6/19/25,6,19,6,4A,5月,住戶電費,收入,1050,," 1,050 "
6/20/25,6,20,6,4A,5月,水費,收入,200,, 200 
6/20/25,6,20,2,5C,6月,租金,收入,4500,," 4,500 "
6/20/25,6,20,2,5C,6月,住戶電費,收入,2290,," 2,290 "
6/20/25,6,20,6,,,維修費,支出,700,鐵門, (700)
6/21/25,6,21,2,4B,,維修費,支出,600,馬桶維修, (600)
6/21/25,6,21,6,1C,6月,租金,收入,3500,," 3,500 "
6/23/25,6,23,6,1C,6月,住戶電費,收入,870,, 870 
6/23/25,6,23,6,1A,6月,租金,收入,4500,," 4,500 "
6/23/25,6,23,6,1A,6月,住戶電費,收入,325,, 325 
6/23/25,6,23,6,3B,6月,租金,收入,4500,," 4,500 "
6/23/25,6,23,6,3B,6月,住戶電費,收入,480,, 480 
6/23/25,6,23,2,4E,6月,租金,收入,4500,," 4,500 "
6/24/25,6,24,2,4E,6月,住戶電費,收入,1585,," 1,585 "
6/24/25,6,24,2,5B,6月,租金,收入,4500,," 4,500 "
6/21/25,6,21,6,4E,6月,住戶電費,收入,710,, 710 
6/21/25,6,21,6,2B,,新設備,支出,25000,冷氣," (25,000)"
6/21/25,6,21,147,3B,,押金,收入,10000,," 10,000 "
6/24/25,6,24,147,3B,6月,租金,收入,5000,," 5,000 "
6/24/25,6,24,2,2D,6月,租金,收入,4500,," 4,500 "
6/25/25,6,25,2,2D,6月,住戶電費,收入,510,, 510 
6/25/25,6,25,149,2B,6月,租金,收入,4800,," 4,800 "
6/27/25,6,27,149,2B,6月,住戶電費,收入,395,, 395 
6/17/25,6,17,2,5D,6月,租金,收入,4500,," 4,500 "
6/27/25,6,27,2,5D,6月,住戶電費,收入,1080,," 1,080 "
6/27/25,6,27,2,3C,6月,租金,收入,4500,," 4,500 "
6/27/25,6,27,2,3C,6月,住戶電費,收入,2040,," 2,040 "
6/27/25,6,27,6,2C,6月,租金,收入,3500,," 3,500 "
6/27/25,6,27,6,2C,6月,住戶電費,收入,1910,," 1,910 "
6/28/25,6,28,6,1B,,新設備,支出,25000,冷氣," (25,000)"
6/29/25,6,29,149,2B,,介紹費,支出,2000,," (2,000)"
6/30/25,6,30,2,2E,,新設備,支出,25000,冷氣," (25,000)"
6/30/25,6,30,2,5B,6月,租金,收入,4500,," 4,500 "
6/30/25,6,30,2,5B,6月,住戶電費,收入,1030,," 1,030 "
6/30/25,6,30,6,2B,6月,租金,收入,4500,," 4,500 "
6/30/25,6,30,6,4A,6月,租金,收入,4200,," 4,200 "
6/30/25,6,30,6,4A,6月,住戶電費,收入,1010,," 1,010 "
6/30/25,6,30,6,4A,6月,水費,收入,200,, 200 
7/1/25,6,31,6,2F,4月,租金,收入,4200,," 4,200 "
7/1/25,7,1,147,,7月,租金,收入,9000,店面," 9,000 "
7/2/25,7,2,147,2A,7月,租金,收入,5000,," 5,000 "
7/2/25,7,2,147,2A,7月,住戶電費,收入,1955,," 1,955 "
7/2/25,7,2,2,,,維修費,支出,1500,水塔維修," (1,500)"
7/3/25,7,3,149,4B,,維修費,支出,600,電燈, (600)
7/3/25,7,3,6,5F,7月,租金,收入,4200,," 4,200 "
7/3/25,7,3,6,5F,7月,住戶電費,收入,1230,," 1,230 "
7/3/25,7,3,149,5B,7月,租金,收入,4200,," 4,200 "
7/4/25,7,4,149,5B,7月,住戶電費,收入,1310,," 1,310 "
